"Step","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet34_FedAvg_sgd_lr0.001_BigModel - Global/Averaged Test Accuracy__MAX"
"36547","0.523","0.523","0.523"
"36585","0.755","0.755","0.755"
"36602","0.608","0.608","0.608"
"36604","0.666","0.666","0.666"
"36606","0.668","0.668","0.668"
"36608","0.695","0.695","0.695"
"36615","0.5575","0.5575","0.5575"
"36618","0.5435","0.5435","0.5435"
"36624","0.4905","0.4905","0.4905"
"36627","0.6125","0.6125","0.6125"
"36631","0.639","0.639","0.639"
"36637","0.6085","0.6085","0.6085"
"36655","0.6135","0.6135","0.6135"
"36658","0.6385","0.6385","0.6385"
"36667","0.5925","0.5925","0.5925"
"36671","0.5435","0.5435","0.5435"
"36677","0.4825","0.4825","0.4825"
"36678","0.581","0.581","0.581"
"36685","0.5675","0.5675","0.5675"
"36707","0.573","0.573","0.573"
"36725","0","0","0"
"36728","0.5615","0.5615","0.5615"
"36732","0.6185","0.6185","0.6185"
"36745","0.521","0.521","0.521"
"36758","0.6185","0.6185","0.6185"
"36763","0.53","0.53","0.53"
"36767","0.529","0.529","0.529"
"36770","0.526","0.526","0.526"
"36774","0.4785","0.4785","0.4785"
"36777","0.46","0.46","0.46"
"36778","0.512","0.512","0.512"
"36792","0.4995","0.4995","0.4995"
"36797","0.4615","0.4615","0.4615"
"36798","0.489","0.489","0.489"
"36799","0.4235","0.4235","0.4235"
"36813","0.483","0.483","0.483"
"36839","0.578","0.578","0.578"
"36842","0.638","0.638","0.638"
"36844","0.609","0.609","0.609"
"36849","0.517","0.517","0.517"
"36857","0.583","0.583","0.583"
"36860","0.577","0.577","0.577"
"36868","0.584","0.584","0.584"
"36875","0","0","0"
"36877","0.5495","0.5495","0.5495"
"36882","0.6575","0.6575","0.6575"
"36892","0.6","0.6","0.6"
"36896","0.5895","0.5895","0.5895"
"36899","0.573","0.573","0.573"
"36905","0.576","0.576","0.576"
"36908","0.576","0.576","0.576"
"36911","0.5535","0.5535","0.5535"
"36917","0.4755","0.4755","0.4755"
"36926","0.419","0.419","0.419"
"36927","0.47","0.47","0.47"
"36930","0.585","0.585","0.585"
"36931","0.607","0.607","0.607"
"36936","0.5315","0.5315","0.5315"
"36938","0.5775","0.5775","0.5775"
"36942","0.5305","0.5305","0.5305"
"36944","0.539","0.539","0.539"
"36949","0.419","0.419","0.419"
"36952","0.6505","0.6505","0.6505"
"36953","0.649","0.649","0.649"
"36959","0.6495","0.6495","0.6495"
"36961","0.585","0.585","0.585"
"36965","0.5785","0.5785","0.5785"
"36968","0.5565","0.5565","0.5565"
"36976","0.42","0.42","0.42"
"36978","0.558","0.558","0.558"
"36987","0.514","0.514","0.514"
"36991","0.543","0.543","0.543"
"37002","0.565","0.565","0.565"
"37003","0.565","0.565","0.565"
"37004","0.5825","0.5825","0.5825"
"37019","0.507","0.507","0.507"
"37025","0","0","0"
"37026","0.39","0.39","0.39"
"37042","0.5875","0.5875","0.5875"
"37051","0.4615","0.4615","0.4615"
"37057","0.64","0.64","0.64"
"37061","0.628","0.628","0.628"
"37065","0.556","0.556","0.556"
"37066","0.554","0.554","0.554"
"37070","0.5775","0.5775","0.5775"
"37076","0.454","0.454","0.454"
"37080","0.5855","0.5855","0.5855"
"37083","0.565","0.565","0.565"
"37090","0.498","0.498","0.498"
"37096","0.4645","0.4645","0.4645"
"37099","0.4895","0.4895","0.4895"
"37104","0.618","0.618","0.618"
"37105","0.65","0.65","0.65"
"37111","0.6125","0.6125","0.6125"
"37119","0.5275","0.5275","0.5275"
"37125","0","0","0"
"37130","0.5575","0.5575","0.5575"
"37133","0.609","0.609","0.609"
"37140","0.578","0.578","0.578"
"37143","0.539","0.539","0.539"
"37145","0.536","0.536","0.536"
"37149","0.5425","0.5425","0.5425"
"37150","0","0","0"
"37153","0.503","0.503","0.503"
"37157","0.585","0.585","0.585"
"37169","0.4705","0.4705","0.4705"
"37184","0.5745","0.5745","0.5745"
"37185","0.5975","0.5975","0.5975"
"37188","0.6015","0.6015","0.6015"
"37193","0.5315","0.5315","0.5315"
"37198","0.547","0.547","0.547"
"37202","0.491","0.491","0.491"
"37203","0.52","0.52","0.52"
"37205","0.5975","0.5975","0.5975"
"37210","0.522","0.522","0.522"
"37215","0.5435","0.5435","0.5435"
"37221","0.5155","0.5155","0.5155"
"37224","0.5095","0.5095","0.5095"
"37228","0.6055","0.6055","0.6055"
"37235","0.6495","0.6495","0.6495"
"37242","0.566","0.566","0.566"
"37252","0.5665","0.5665","0.5665"
"37256","0.687","0.687","0.687"
"37260","0.6495","0.6495","0.6495"
"37269","0.548","0.548","0.548"
"37270","0.595","0.595","0.595"
"37280","0.651","0.651","0.651"
"37287","0.555","0.555","0.555"
"37292","0.5115","0.5115","0.5115"
"37296","0.526","0.526","0.526"
"37302","0.65","0.65","0.65"
"37306","0.6235","0.6235","0.6235"
"37308","0.5585","0.5585","0.5585"
"37324","0.393","0.393","0.393"
"37325","0","0","0"
"37330","0.738","0.738","0.738"
"37339","0.5405","0.5405","0.5405"
"37348","0.482","0.482","0.482"
"37355","0.6155","0.6155","0.6155"
"37357","0.5785","0.5785","0.5785"
"37365","0.524","0.524","0.524"
"37396","0.5255","0.5255","0.5255"
"37412","0.542","0.542","0.542"
"37416","0.525","0.525","0.525"
"37418","0.5045","0.5045","0.5045"
"37427","0.5275","0.5275","0.5275"
"37428","0.588","0.588","0.588"
"37432","0.634","0.634","0.634"
"37436","0.7095","0.7095","0.7095"
"37440","0.6165","0.6165","0.6165"
"37445","0.5375","0.5375","0.5375"
"37452","0.5855","0.5855","0.5855"
"37457","0.556","0.556","0.556"
"37458","0.578","0.578","0.578"
"37459","0.5995","0.5995","0.5995"
"37467","0.535","0.535","0.535"
"37475","0","0","0"
"37484","0.6245","0.6245","0.6245"
"37485","0.6315","0.6315","0.6315"
"37488","0.5315","0.5315","0.5315"
"37489","0.5385","0.5385","0.5385"
"37510","0.598","0.598","0.598"
"37511","0.582","0.582","0.582"
"37525","0","0","0"
"37534","0.5895","0.5895","0.5895"
"37536","0.5885","0.5885","0.5885"
"37539","0.552","0.552","0.552"
"37540","0.513","0.513","0.513"
"37546","0.5135","0.5135","0.5135"
"37553","0.6685","0.6685","0.6685"
"37555","0.632","0.632","0.632"
"37562","0.5845","0.5845","0.5845"
"37569","0.4865","0.4865","0.4865"
"37574","0.4845","0.4845","0.4845"
"37576","0.5295","0.5295","0.5295"
"37580","0.7215","0.7215","0.7215"
"37581","0.667","0.667","0.667"
"37590","0.5445","0.5445","0.5445"
"37594","0.53","0.53","0.53"
"37599","0.5145","0.5145","0.5145"
"37600","0","0","0"
"37609","0.5325","0.5325","0.5325"
"37624","0.458","0.458","0.458"
"37625","0","0","0"
"37635","0.602","0.602","0.602"
"37637","0.6055","0.6055","0.6055"
"37647","0.466","0.466","0.466"
"37677","0.5315","0.5315","0.5315"
"37689","0.5115","0.5115","0.5115"
"37693","0.532","0.532","0.532"
"37703","0.5585","0.5585","0.5585"
"37709","0.535","0.535","0.535"
"37717","0.453","0.453","0.453"
"37732","0.688","0.688","0.688"
"37736","0.6475","0.6475","0.6475"
"37745","0.5455","0.5455","0.5455"
"37748","0.531","0.531","0.531"
"37750","0","0","0"
"37752","0.5295","0.5295","0.5295"
"37756","0.643","0.643","0.643"
"37772","0.436","0.436","0.436"
"37789","0.512","0.512","0.512"
"37800","0.0005","0.0005","0.0005"
"37809","0.614","0.614","0.614"
"37813","0.6165","0.6165","0.6165"
"37815","0.566","0.566","0.566"
"37818","0.4795","0.4795","0.4795"
"37819","0.5245","0.5245","0.5245"
"37826","0.454","0.454","0.454"
"37836","0.4885","0.4885","0.4885"
"37837","0.489","0.489","0.489"
"37840","0.5225","0.5225","0.5225"
"37841","0.451","0.451","0.451"
"37843","0.473","0.473","0.473"
"37850","0","0","0"
"37852","0.5415","0.5415","0.5415"
"37853","0.603","0.603","0.603"
"37875","0","0","0"
"37878","0.5405","0.5405","0.5405"
"37881","0.5965","0.5965","0.5965"
"37892","0.533","0.533","0.533"
"37911","0.5405","0.5405","0.5405"
"37919","0.527","0.527","0.527"
"37923","0.4935","0.4935","0.4935"
"37940","0.4925","0.4925","0.4925"
"37942","0.532","0.532","0.532"
"37950","0","0","0"
"37952","0.529","0.529","0.529"
"37971","0.539","0.539","0.539"
"37972","0.531","0.531","0.531"
"37978","0.711","0.711","0.711"
"37989","0.6105","0.6105","0.6105"
"37993","0.5335","0.5335","0.5335"
"38002","0.4865","0.4865","0.4865"
"38004","0.6575","0.6575","0.6575"
"38018","0.4305","0.4305","0.4305"
"38028","0.5615","0.5615","0.5615"
"38030","0.5595","0.5595","0.5595"
"38037","0.6215","0.6215","0.6215"
"38039","0.578","0.578","0.578"
"38044","0.552","0.552","0.552"
"38056","0.666","0.666","0.666"
"38059","0.6175","0.6175","0.6175"
"38062","0.5605","0.5605","0.5605"
"38068","0.577","0.577","0.577"
"38072","0.5465","0.5465","0.5465"
"38074","0.487","0.487","0.487"
"38076","0.3865","0.3865","0.3865"
"38081","0.6715","0.6715","0.6715"
"38082","0.665","0.665","0.665"
"38098","0.471","0.471","0.471"
"38099","0.442","0.442","0.442"
"38101","0.485","0.485","0.485"
"38107","0.5935","0.5935","0.5935"
"38112","0.591","0.591","0.591"
"38118","0.531","0.531","0.531"
"38122","0.47","0.47","0.47"
"38130","0.597","0.597","0.597"
"38131","0.5875","0.5875","0.5875"
"38139","0.544","0.544","0.544"
"38143","0.489","0.489","0.489"
"38145","0.4995","0.4995","0.4995"
"38153","0.547","0.547","0.547"
"38158","0.5845","0.5845","0.5845"
"38159","0.5315","0.5315","0.5315"
"38160","0.551","0.551","0.551"
"38161","0.532","0.532","0.532"
"38168","0.4705","0.4705","0.4705"
"38172","0.4695","0.4695","0.4695"
"38178","0.597","0.597","0.597"
"38182","0.624","0.624","0.624"
"38187","0.5985","0.5985","0.5985"
"38193","0.5625","0.5625","0.5625"
"38199","0.5365","0.5365","0.5365"
"38200","0","0","0"
"38202","0.486","0.486","0.486"
"38211","0.5535","0.5535","0.5535"
"38213","0.5735","0.5735","0.5735"
"38224","0.436","0.436","0.436"
"38225","0","0","0"
"38232","0.512","0.512","0.512"
"38247","0.445","0.445","0.445"
"38248","0.3915","0.3915","0.3915"
"38250","0","0","0"
"38256","0.646","0.646","0.646"
"38261","0.526","0.526","0.526"
"38265","0.5695","0.5695","0.5695"
"38291","0.583","0.583","0.583"
"38296","0.5065","0.5065","0.5065"
"38307","0.6525","0.6525","0.6525"
"38310","0.6095","0.6095","0.6095"
"38313","0.574","0.574","0.574"
"38316","0.5535","0.5535","0.5535"
"38321","0.4905","0.4905","0.4905"
"38323","0.4725","0.4725","0.4725"
"38335","0.5845","0.5845","0.5845"
"38342","0.545","0.545","0.545"
"38349","0.4805","0.4805","0.4805"
"38357","0.6715","0.6715","0.6715"
"38358","0.6765","0.6765","0.6765"
"38359","0.6385","0.6385","0.6385"
"38367","0.578","0.578","0.578"
"38373","0.5215","0.5215","0.5215"
"38380","0.7195","0.7195","0.7195"
"38386","0.6575","0.6575","0.6575"
"38389","0.688","0.688","0.688"
"38393","0.6095","0.6095","0.6095"
"38395","0.6035","0.6035","0.6035"
"38401","0.4465","0.4465","0.4465"
"38402","0.5365","0.5365","0.5365"
"38410","0.649","0.649","0.649"
"38418","0.5235","0.5235","0.5235"
"38423","0.5525","0.5525","0.5525"
"38431","0.6785","0.6785","0.6785"
"38434","0.6435","0.6435","0.6435"
"38436","0.617","0.617","0.617"
"38437","0.577","0.577","0.577"
"38442","0.5525","0.5525","0.5525"
"38447","0.594","0.594","0.594"
"38449","0.5005","0.5005","0.5005"
"38452","0.555","0.555","0.555"
"38456","0.7005","0.7005","0.7005"
"38463","0.525","0.525","0.525"
"38470","0.456","0.456","0.456"
"38477","0.554","0.554","0.554"
"38481","0.615","0.615","0.615"
"38485","0.546","0.546","0.546"
"38490","0.513","0.513","0.513"
"38492","0.412","0.412","0.412"
"38501","0.3895","0.3895","0.3895"
"38507","0.5985","0.5985","0.5985"
"38509","0.587","0.587","0.587"
"38513","0.5345","0.5345","0.5345"
"38530","0.565","0.565","0.565"
"38548","0.441","0.441","0.441"
"38550","0","0","0"
"38557","0.5755","0.5755","0.5755"
"38559","0.616","0.616","0.616"
"38569","0.502","0.502","0.502"
"38570","0.4975","0.4975","0.4975"
"38571","0.471","0.471","0.471"
"38573","0.5415","0.5415","0.5415"
"38578","0.672","0.672","0.672"
"38582","0.6015","0.6015","0.6015"
"38592","0.4795","0.4795","0.4795"
"38597","0.35","0.35","0.35"
"38598","0.45","0.45","0.45"
"38599","0.3905","0.3905","0.3905"
"38601","0.4025","0.4025","0.4025"
"38610","0.6475","0.6475","0.6475"
"38619","0.517","0.517","0.517"
"38624","0.4555","0.4555","0.4555"
"38639","0.6135","0.6135","0.6135"
"38654","0.668","0.668","0.668"
"38667","0.532","0.532","0.532"
"38671","0.5325","0.5325","0.5325"
"38675","0","0","0"
"38677","0.603","0.603","0.603"
"38681","0.7195","0.7195","0.7195"
"38700","0","0","0"
"38710","0.639","0.639","0.639"
"38723","0.5045","0.5045","0.5045"
"38733","0.6465","0.6465","0.6465"
"38742","0.6845","0.6845","0.6845"
"38752","0.5005","0.5005","0.5005"
"38756","0.654","0.654","0.654"
"38759","0.6125","0.6125","0.6125"
"38777","0.6075","0.6075","0.6075"
"38789","0.5325","0.5325","0.5325"
"38806","0.548","0.548","0.548"
"38808","0.606","0.606","0.606"
"38816","0.4865","0.4865","0.4865"
"38817","0.4295","0.4295","0.4295"
"38818","0.4125","0.4125","0.4125"
"38820","0.4685","0.4685","0.4685"
"38823","0.3795","0.3795","0.3795"
"38827","0.617","0.617","0.617"
"38839","0.5265","0.5265","0.5265"
"38847","0.454","0.454","0.454"
"38852","0.5115","0.5115","0.5115"
"38855","0.683","0.683","0.683"
"38862","0.624","0.624","0.624"
"38864","0.625","0.625","0.625"
"38866","0.577","0.577","0.577"
"38871","0.5235","0.5235","0.5235"
"38874","0.5445","0.5445","0.5445"
"38891","0.53","0.53","0.53"
"38894","0.4745","0.4745","0.4745"
"38900","0","0","0"
"38909","0.5455","0.5455","0.5455"
"38916","0.5095","0.5095","0.5095"
"38921","0.49","0.49","0.49"
"38922","0.51","0.51","0.51"
"38925","0","0","0"
"38926","0.3925","0.3925","0.3925"
"38932","0.586","0.586","0.586"
"38942","0.4665","0.4665","0.4665"
"38943","0.494","0.494","0.494"
"38944","0.4245","0.4245","0.4245"
"38959","0.5585","0.5585","0.5585"
"38979","0.6105","0.6105","0.6105"
"38981","0.624","0.624","0.624"
"38993","0.4655","0.4655","0.4655"
"39002","0.618","0.618","0.618"
"39004","0.769","0.769","0.769"
"39011","0.61","0.61","0.61"
"39024","0.4455","0.4455","0.4455"
"39026","0.4565","0.4565","0.4565"
"39027","0.527","0.527","0.527"
"39048","0.367","0.367","0.367"
"39050","0","0","0"
"39067","0.5515","0.5515","0.5515"
"39072","0.4915","0.4915","0.4915"
"39079","0.5895","0.5895","0.5895"
"39082","0.5915","0.5915","0.5915"
"39083","0.585","0.585","0.585"
"39099","0.463","0.463","0.463"
"39130","0.589","0.589","0.589"
"39149","0.5275","0.5275","0.5275"
"39156","0.629","0.629","0.629"
"39157","0.616","0.616","0.616"
"39177","0.552","0.552","0.552"
"39181","0.625","0.625","0.625"
"39183","0.599","0.599","0.599"
"39192","0.5105","0.5105","0.5105"
"39204","0.653","0.653","0.653"
"39210","0.6345","0.6345","0.6345"
"39217","0.5665","0.5665","0.5665"
"39218","0.479","0.479","0.479"
"39220","0.4955","0.4955","0.4955"
"39224","0.495","0.495","0.495"
"39226","0.467","0.467","0.467"
"39230","0.566","0.566","0.566"
"39237","0.568","0.568","0.568"
"39245","0.5045","0.5045","0.5045"
"39246","0.466","0.466","0.466"
"39249","0.429","0.429","0.429"
"39255","0.641","0.641","0.641"
"39257","0.6235","0.6235","0.6235"
"39263","0.575","0.575","0.575"
"39268","0.5185","0.5185","0.5185"
"39271","0.525","0.525","0.525"
"39273","0.529","0.529","0.529"
"39282","0.552","0.552","0.552"
"39283","0.5375","0.5375","0.5375"
"39290","0.5015","0.5015","0.5015"
"39305","0.6255","0.6255","0.6255"
"39313","0.576","0.576","0.576"
"39320","0.4555","0.4555","0.4555"
"39325","0","0","0"
"39337","0.572","0.572","0.572"
"39339","0.557","0.557","0.557"
"39341","0.5275","0.5275","0.5275"
"39368","0.4805","0.4805","0.4805"
"39369","0.4465","0.4465","0.4465"
"39371","0.4265","0.4265","0.4265"
"39372","0.525","0.525","0.525"
"39377","0.5575","0.5575","0.5575"
"39378","0.593","0.593","0.593"
"39379","0.574","0.574","0.574"
"39380","0.62","0.62","0.62"
"39387","0.5955","0.5955","0.5955"
"39398","0.539","0.539","0.539"
"39414","0.4925","0.4925","0.4925"
"39418","0.499","0.499","0.499"
"39420","0.441","0.441","0.441"
"39424","0.4685","0.4685","0.4685"
"39431","0.6075","0.6075","0.6075"
"39439","0.5215","0.5215","0.5215"
"39450","0","0","0"
"39452","0.468","0.468","0.468"
"39456","0.6075","0.6075","0.6075"
"39468","0.5565","0.5565","0.5565"
"39473","0.5445","0.5445","0.5445"
"39476","0.4045","0.4045","0.4045"
"39482","0.626","0.626","0.626"
"39500","0","0","0"
"39501","0.3955","0.3955","0.3955"
"39507","0.5585","0.5585","0.5585"
"39512","0.531","0.531","0.531"
"39522","0.469","0.469","0.469"
"39529","0.5695","0.5695","0.5695"
"39534","0.6005","0.6005","0.6005"
"39545","0.5535","0.5535","0.5535"
"39548","0.485","0.485","0.485"
"39555","0.611","0.611","0.611"
"39561","0.606","0.606","0.606"
"39563","0.595","0.595","0.595"
"39565","0.549","0.549","0.549"
"39567","0.588","0.588","0.588"
"39571","0.517","0.517","0.517"
"39576","0.4875","0.4875","0.4875"
"39580","0.522","0.522","0.522"
"39581","0.562","0.562","0.562"
"39594","0.567","0.567","0.567"
"39601","0.4615","0.4615","0.4615"
"39617","0.539","0.539","0.539"
"39619","0.529","0.529","0.529"
"39621","0.56","0.56","0.56"
"39623","0.54","0.54","0.54"
"39640","0.52","0.52","0.52"
"39643","0.5115","0.5115","0.5115"
"39649","0.4205","0.4205","0.4205"
"39657","0.654","0.654","0.654"
"39678","0.6115","0.6115","0.6115"
"39679","0.6265","0.6265","0.6265"
"39681","0.631","0.631","0.631"
"39689","0.6445","0.6445","0.6445"
"39693","0.587","0.587","0.587"
"39695","0.591","0.591","0.591"
"39696","0.591","0.591","0.591"
"39700","0","0","0"
"39701","0.382","0.382","0.382"
"39702","0.5625","0.5625","0.5625"
"39713","0.611","0.611","0.611"
"39731","0.7235","0.7235","0.7235"
"39746","0.5235","0.5235","0.5235"
"39753","0.631","0.631","0.631"
"39758","0.6525","0.6525","0.6525"
"39765","0.5715","0.5715","0.5715"
"39773","0.513","0.513","0.513"
"39778","0.581","0.581","0.581"
"39788","0.6125","0.6125","0.6125"
"39794","0.486","0.486","0.486"
"39795","0.5055","0.5055","0.5055"
"39798","0.4605","0.4605","0.4605"
"39811","0.5435","0.5435","0.5435"
"39812","0.5275","0.5275","0.5275"
"39815","0.463","0.463","0.463"
"39819","0.4315","0.4315","0.4315"
"39824","0.452","0.452","0.452"
"39829","0.6165","0.6165","0.6165"
"39832","0.5995","0.5995","0.5995"
"39835","0.64","0.64","0.64"
"39836","0.5835","0.5835","0.5835"
"39843","0.612","0.612","0.612"
"39844","0.566","0.566","0.566"
"39854","0.5685","0.5685","0.5685"
"39860","0.624","0.624","0.624"
"39864","0.56","0.56","0.56"
"39866","0.64","0.64","0.64"
"39870","0.534","0.534","0.534"
"39872","0.5395","0.5395","0.5395"
"39876","0.5195","0.5195","0.5195"
"39878","0.591","0.591","0.591"
"39888","0.541","0.541","0.541"
"39898","0.45","0.45","0.45"
"39900","0","0","0"
"39903","0.5975","0.5975","0.5975"
"39904","0.596","0.596","0.596"
"39907","0.6085","0.6085","0.6085"
"39921","0.416","0.416","0.416"
"39923","0.43","0.43","0.43"
"39934","0.5835","0.5835","0.5835"
"39941","0.5415","0.5415","0.5415"
"39943","0.4885","0.4885","0.4885"
"39947","0.4945","0.4945","0.4945"
"39949","0.498","0.498","0.498"
"39954","0.6625","0.6625","0.6625"
"39965","0.5305","0.5305","0.5305"
"39967","0.4785","0.4785","0.4785"
"39976","0.456","0.456","0.456"
"39980","0.601","0.601","0.601"
"39990","0.531","0.531","0.531"
"39991","0.5425","0.5425","0.5425"
"39993","0.564","0.564","0.564"
"39998","0.509","0.509","0.509"
"40002","0.5925","0.5925","0.5925"
"40005","0.6","0.6","0.6"
"40010","0.503","0.503","0.503"
"40019","0.394","0.394","0.394"
"40020","0.399","0.399","0.399"
"40028","0.6905","0.6905","0.6905"
"40036","0.5455","0.5455","0.5455"
"40038","0.5325","0.5325","0.5325"
"40047","0.3535","0.3535","0.3535"
"40064","0.5485","0.5485","0.5485"
"40066","0.4845","0.4845","0.4845"
"40070","0.488","0.488","0.488"
"40073","0.4995","0.4995","0.4995"
"40076","0.3975","0.3975","0.3975"
"40077","0.5865","0.5865","0.5865"
"40092","0.494","0.494","0.494"
"40106","0.6065","0.6065","0.6065"
"40113","0.552","0.552","0.552"
"40114","0.5065","0.5065","0.5065"
"40116","0.441","0.441","0.441"
"40137","0.5965","0.5965","0.5965"
"40139","0.5435","0.5435","0.5435"
"40158","0.6275","0.6275","0.6275"
"40159","0.6045","0.6045","0.6045"
"40160","0.6355","0.6355","0.6355"
"40167","0.558","0.558","0.558"
"40188","0.5115","0.5115","0.5115"
"40193","0.4585","0.4585","0.4585"
"40199","0.462","0.462","0.462"
"40213","0.5565","0.5565","0.5565"
"40216","0.535","0.535","0.535"
"40220","0.578","0.578","0.578"
"40227","0.5535","0.5535","0.5535"
"40243","0.4765","0.4765","0.4765"
"40244","0.5235","0.5235","0.5235"
"40245","0.519","0.519","0.519"
"40252","0.519","0.519","0.519"
"40257","0.611","0.611","0.611"
"40269","0.5325","0.5325","0.5325"
"40273","0.5005","0.5005","0.5005"
"40274","0.4565","0.4565","0.4565"
"40278","0.594","0.594","0.594"
"40286","0.5925","0.5925","0.5925"
"40295","0.506","0.506","0.506"
"40301","0.479","0.479","0.479"
"40311","0.53","0.53","0.53"
"40313","0.58","0.58","0.58"
"40315","0.565","0.565","0.565"
