"Step","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAS_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedAvg_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"36951","0.1035","0.1035","0.1035","","","","0.122","0.122","0.122","","",""
"36952","","","","","","","","","","0.389","0.389","0.389"
"36953","","","","0.814","0.814","0.814","","","","","",""
"36954","","","","0.8025","0.8025","0.8025","","","","","",""
"36955","","","","0.8185","0.8185","0.8185","","","","","",""
"36956","","","","0.822","0.822","0.822","","","","","",""
"36957","","","","0.794","0.794","0.794","","","","","",""
"36959","","","","0.8305","0.8305","0.8305","","","","","",""
"36960","","","","","","","","","","0.5195","0.5195","0.5195"
"36962","0.484","0.484","0.484","","","","0.488","0.488","0.488","","",""
"36963","","","","0.8085","0.8085","0.8085","","","","","",""
"36968","0.499","0.499","0.499","","","","0.494","0.494","0.494","0.5355","0.5355","0.5355"
"36970","","","","0.8275","0.8275","0.8275","","","","","",""
"36971","","","","0.8315","0.8315","0.8315","","","","","",""
"36973","","","","","","","","","","0.539","0.539","0.539"
"36976","0.0905","0.0905","0.0905","","","","0.0775","0.0775","0.0775","","",""
"36977","","","","0.6975","0.6975","0.6975","","","","","",""
"36981","","","","","","","","","","0.412","0.412","0.412"
"36983","0.412","0.412","0.412","","","","0.403","0.403","0.403","","",""
"36989","0.424","0.424","0.424","","","","0.4235","0.4235","0.4235","","",""
"36992","0.4305","0.4305","0.4305","","","","0.429","0.429","0.429","","",""
"36995","","","","","","","","","","0.4585","0.4585","0.4585"
"36996","","","","0.7405","0.7405","0.7405","","","","","",""
"37001","0.149","0.149","0.149","","","","0.1635","0.1635","0.1635","0.2685","0.2685","0.2685"
"37003","","","","0.743","0.743","0.743","","","","","",""
"37004","","","","0.748","0.748","0.748","","","","","",""
"37006","0.4175","0.4175","0.4175","","","","0.411","0.411","0.411","","",""
"37008","0.44","0.44","0.44","","","","0.4345","0.4345","0.4345","0.474","0.474","0.474"
"37011","","","","0.8095","0.8095","0.8095","","","","","",""
"37012","","","","0.796","0.796","0.796","","","","","",""
"37014","","","","0.7555","0.7555","0.7555","","","","","",""
"37020","","","","0.806","0.806","0.806","","","","","",""
"37027","","","","0.7155","0.7155","0.7155","","","","0.308","0.308","0.308"
"37029","","","","","","","","","","0.344","0.344","0.344"
"37033","0.345","0.345","0.345","0.7915","0.7915","0.7915","0.336","0.336","0.336","","",""
"37035","0.3575","0.3575","0.3575","","","","0.3525","0.3525","0.3525","","",""
"37036","","","","0.7645","0.7645","0.7645","","","","0.4035","0.4035","0.4035"
"37037","","","","","","","","","","0.391","0.391","0.391"
"37040","0.372","0.372","0.372","","","","0.3685","0.3685","0.3685","","",""
"37042","0.375","0.375","0.375","","","","0.3715","0.3715","0.3715","0.405","0.405","0.405"
"37049","","","","0.777","0.777","0.777","","","","","",""
"37050","","","","","","","","","","0.0065","0.0065","0.0065"
"37053","0.2705","0.2705","0.2705","","","","0.264","0.264","0.264","0.3405","0.3405","0.3405"
"37054","","","","0.7885","0.7885","0.7885","","","","","",""
"37056","","","","","","","","","","0.4035","0.4035","0.4035"
"37060","0.4095","0.4095","0.4095","","","","0.4025","0.4025","0.4025","","",""
"37062","","","","","","","","","","0.435","0.435","0.435"
"37066","0.424","0.424","0.424","","","","0.414","0.414","0.414","","",""
"37068","","","","0.7975","0.7975","0.7975","","","","0.434","0.434","0.434"
"37070","","","","0.783","0.783","0.783","","","","","",""
"37071","","","","","","","","","","0.4325","0.4325","0.4325"
"37073","0.433","0.433","0.433","","","","0.4205","0.4205","0.4205","0.4395","0.4395","0.4395"
"37074","0.4355","0.4355","0.4355","","","","0.424","0.424","0.424","","",""
"37084","","","","0.786","0.786","0.786","","","","","",""
"37090","","","","","","","","","","0.4835","0.4835","0.4835"
"37094","","","","","","","","","","0.485","0.485","0.485"
"37095","","","","0.81","0.81","0.81","","","","0.486","0.486","0.486"
"37098","","","","0.8095","0.8095","0.8095","","","","0.496","0.496","0.496"
"37101","","","","0.6305","0.6305","0.6305","","","","","",""
"37106","0.404","0.404","0.404","","","","0.415","0.415","0.415","0.435","0.435","0.435"
"37107","","","","","","","","","","0.4425","0.4425","0.4425"
"37111","0.4425","0.4425","0.4425","","","","0.4495","0.4495","0.4495","0.4625","0.4625","0.4625"
"37114","","","","","","","","","","0.463","0.463","0.463"
"37115","","","","","","","","","","0.469","0.469","0.469"
"37116","","","","0.7345","0.7345","0.7345","","","","0.4635","0.4635","0.4635"
"37117","","","","","","","","","","0.468","0.468","0.468"
"37123","0.468","0.468","0.468","","","","0.468","0.468","0.468","","",""
"37128","","","","","","","","","","0.3765","0.3765","0.3765"
"37130","0.3835","0.3835","0.3835","","","","0.365","0.365","0.365","","",""
"37131","","","","","","","","","","0.446","0.446","0.446"
"37135","","","","0.7555","0.7555","0.7555","","","","","",""
"37141","","","","0.8025","0.8025","0.8025","","","","0.483","0.483","0.483"
"37145","","","","0.804","0.804","0.804","","","","","",""
"37148","","","","0.8145","0.8145","0.8145","","","","0.487","0.487","0.487"
"37149","","","","0.7955","0.7955","0.7955","","","","","",""
"37151","0.1505","0.1505","0.1505","","","","0.153","0.153","0.153","","",""
"37156","","","","","","","","","","0.447","0.447","0.447"
"37162","0.4555","0.4555","0.4555","0.7985","0.7985","0.7985","0.4375","0.4375","0.4375","","",""
"37164","","","","0.8055","0.8055","0.8055","","","","","",""
"37171","0.469","0.469","0.469","","","","0.4505","0.4505","0.4505","","",""
"37176","","","","0.6","0.6","0.6","","","","","",""
"37177","0.191","0.191","0.191","","","","0.1425","0.1425","0.1425","","",""
"37180","0.351","0.351","0.351","0.6635","0.6635","0.6635","0.339","0.339","0.339","","",""
"37183","0.389","0.389","0.389","","","","0.385","0.385","0.385","0.426","0.426","0.426"
"37184","","","","","","","","","","0.4365","0.4365","0.4365"
"37185","0.4055","0.4055","0.4055","","","","0.402","0.402","0.402","","",""
"37186","","","","0.6855","0.6855","0.6855","","","","","",""
"37187","0.413","0.413","0.413","","","","0.4125","0.4125","0.4125","","",""
"37189","","","","","","","","","","0.453","0.453","0.453"
"37190","","","","0.712","0.712","0.712","","","","","",""
"37192","0.422","0.422","0.422","","","","0.426","0.426","0.426","","",""
"37193","","","","0.66","0.66","0.66","","","","","",""
"37194","","","","","","","","","","0.454","0.454","0.454"
"37195","","","","0.6875","0.6875","0.6875","","","","","",""
"37200","","","","0","0","0","","","","","",""
"37203","0.28","0.28","0.28","","","","0.2875","0.2875","0.2875","","",""
"37204","","","","0.721","0.721","0.721","","","","","",""
"37205","","","","0.713","0.713","0.713","","","","","",""
"37206","","","","0.7235","0.7235","0.7235","","","","","",""
"37208","","","","0.722","0.722","0.722","","","","0.4745","0.4745","0.4745"
"37211","","","","","","","","","","0.484","0.484","0.484"
"37212","0.443","0.443","0.443","","","","0.44","0.44","0.44","","",""
"37214","0.4495","0.4495","0.4495","","","","0.447","0.447","0.447","","",""
"37220","","","","0.7775","0.7775","0.7775","","","","","",""
"37221","0.458","0.458","0.458","","","","0.465","0.465","0.465","","",""
"37222","0.4585","0.4585","0.4585","","","","0.4655","0.4655","0.4655","","",""
"37226","","","","","","","","","","0.2305","0.2305","0.2305"
"37230","","","","","","","","","","0.3855","0.3855","0.3855"
"37231","","","","","","","","","","0.3875","0.3875","0.3875"
"37234","0.3785","0.3785","0.3785","0.7335","0.7335","0.7335","0.3845","0.3845","0.3845","","",""
"37235","0.3855","0.3855","0.3855","","","","0.3905","0.3905","0.3905","","",""
"37236","0.386","0.386","0.386","","","","0.392","0.392","0.392","","",""
"37239","","","","","","","","","","0.4325","0.4325","0.4325"
"37244","","","","","","","","","","0.434","0.434","0.434"
"37251","","","","0.684","0.684","0.684","","","","","",""
"37253","0.2855","0.2855","0.2855","","","","0.288","0.288","0.288","","",""
"37254","0.3315","0.3315","0.3315","0.7805","0.7805","0.7805","0.3415","0.3415","0.3415","0.3915","0.3915","0.3915"
"37258","","","","","","","","","","0.458","0.458","0.458"
"37260","","","","0.773","0.773","0.773","","","","","",""
"37263","","","","","","","","","","0.472","0.472","0.472"
"37268","","","","","","","","","","0.4685","0.4685","0.4685"
"37269","0.439","0.439","0.439","","","","0.441","0.441","0.441","","",""
"37272","0.437","0.437","0.437","","","","0.442","0.442","0.442","","",""
"37273","0.4365","0.4365","0.4365","","","","0.4455","0.4455","0.4455","","",""
"37274","0.444","0.444","0.444","0.804","0.804","0.804","0.4425","0.4425","0.4425","","",""
"37277","0.197","0.197","0.197","","","","0.206","0.206","0.206","0.3335","0.3335","0.3335"
"37278","0.2755","0.2755","0.2755","","","","0.287","0.287","0.287","","",""
"37282","","","","0.749","0.749","0.749","","","","","",""
"37285","0.396","0.396","0.396","","","","0.4145","0.4145","0.4145","0.441","0.441","0.441"
"37286","","","","0.774","0.774","0.774","","","","0.445","0.445","0.445"
"37288","0.413","0.413","0.413","","","","0.4185","0.4185","0.4185","","",""
"37292","0.4135","0.4135","0.4135","0.7715","0.7715","0.7715","0.4265","0.4265","0.4265","","",""
"37294","0.4155","0.4155","0.4155","","","","0.421","0.421","0.421","0.456","0.456","0.456"
"37305","0.3865","0.3865","0.3865","","","","0.3855","0.3855","0.3855","0.4455","0.4455","0.4455"
"37306","","","","","","","","","","0.4665","0.4665","0.4665"
"37311","0.4565","0.4565","0.4565","","","","0.463","0.463","0.463","","",""
"37316","","","","0.824","0.824","0.824","","","","","",""
"37319","","","","","","","","","","0.5245","0.5245","0.5245"
"37320","0.475","0.475","0.475","","","","0.4835","0.4835","0.4835","","",""
"37326","0.0875","0.0875","0.0875","","","","0.119","0.119","0.119","","",""
"37328","0.2775","0.2775","0.2775","","","","0.3245","0.3245","0.3245","","",""
"37330","","","","0.848","0.848","0.848","","","","","",""
"37332","","","","0.858","0.858","0.858","","","","","",""
"37333","0.435","0.435","0.435","","","","0.4545","0.4545","0.4545","0.477","0.477","0.477"
"37334","","","","0.849","0.849","0.849","","","","","",""
"37335","0.45","0.45","0.45","","","","0.457","0.457","0.457","","",""
"37338","0.457","0.457","0.457","","","","0.4685","0.4685","0.4685","","",""
"37340","","","","0.8565","0.8565","0.8565","","","","","",""
"37341","","","","0.849","0.849","0.849","","","","","",""
"37344","","","","","","","","","","0.4925","0.4925","0.4925"
"37345","","","","0.858","0.858","0.858","","","","","",""
"37348","","","","0.8645","0.8645","0.8645","","","","","",""
"37349","","","","0.86","0.86","0.86","","","","0.4985","0.4985","0.4985"
"37350","","","","0","0","0","","","","","",""
"37351","0.1085","0.1085","0.1085","","","","0.0965","0.0965","0.0965","","",""
"37354","0.349","0.349","0.349","0.765","0.765","0.765","0.349","0.349","0.349","","",""
"37355","","","","0.79","0.79","0.79","","","","0.4075","0.4075","0.4075"
"37358","0.406","0.406","0.406","","","","0.4255","0.4255","0.4255","","",""
"37359","","","","0.8195","0.8195","0.8195","","","","","",""
"37361","","","","0.8085","0.8085","0.8085","","","","","",""
"37367","0.447","0.447","0.447","","","","0.4525","0.4525","0.4525","","",""
"37369","0.4495","0.4495","0.4495","","","","0.455","0.455","0.455","","",""
"37374","0.4645","0.4645","0.4645","","","","0.4525","0.4525","0.4525","","",""
"37376","0.1185","0.1185","0.1185","","","","0.1225","0.1225","0.1225","","",""
"37377","","","","","","","","","","0.353","0.353","0.353"
"37379","","","","0.73","0.73","0.73","","","","","",""
"37382","","","","0.7375","0.7375","0.7375","","","","","",""
"37389","","","","0.774","0.774","0.774","","","","","",""
"37392","","","","0.7555","0.7555","0.7555","","","","","",""
"37393","","","","0.777","0.777","0.777","","","","","",""
"37397","0.4705","0.4705","0.4705","","","","0.472","0.472","0.472","","",""
"37403","","","","0.8015","0.8015","0.8015","","","","","",""
"37404","0.3445","0.3445","0.3445","0.8295","0.8295","0.8295","0.3535","0.3535","0.3535","","",""
"37406","","","","0.8155","0.8155","0.8155","","","","","",""
"37408","0.422","0.422","0.422","","","","0.4205","0.4205","0.4205","","",""
"37409","","","","0.8485","0.8485","0.8485","","","","0.474","0.474","0.474"
"37410","0.4315","0.4315","0.4315","","","","0.4315","0.4315","0.4315","","",""
"37412","0.4355","0.4355","0.4355","","","","0.437","0.437","0.437","","",""
"37413","0.4385","0.4385","0.4385","","","","0.4355","0.4355","0.4355","0.483","0.483","0.483"
"37414","","","","0.7965","0.7965","0.7965","","","","","",""
"37418","0.4445","0.4445","0.4445","","","","0.4475","0.4475","0.4475","","",""
"37419","0.445","0.445","0.445","","","","0.448","0.448","0.448","","",""
"37422","","","","0.838","0.838","0.838","","","","","",""
"37423","","","","0.8475","0.8475","0.8475","","","","","",""
"37425","","","","0","0","0","","","","","",""
"37426","0.089","0.089","0.089","0.7595","0.7595","0.7595","0.0795","0.0795","0.0795","","",""
"37430","0.374","0.374","0.374","","","","0.3855","0.3855","0.3855","","",""
"37431","","","","0.7985","0.7985","0.7985","","","","","",""
"37437","","","","","","","","","","0.481","0.481","0.481"
"37438","0.4545","0.4545","0.4545","","","","0.4415","0.4415","0.4415","0.489","0.489","0.489"
"37442","","","","","","","","","","0.488","0.488","0.488"
"37443","0.469","0.469","0.469","","","","0.4565","0.4565","0.4565","0.495","0.495","0.495"
"37446","","","","","","","","","","0.4985","0.4985","0.4985"
"37450","","","","","","","","","","0.013","0.013","0.013"
"37451","","","","","","","","","","0.291","0.291","0.291"
"37457","0.3935","0.3935","0.3935","0.814","0.814","0.814","0.408","0.408","0.408","","",""
"37460","0.4075","0.4075","0.4075","","","","0.4195","0.4195","0.4195","","",""
"37462","","","","","","","","","","0.4575","0.4575","0.4575"
"37465","","","","0.8245","0.8245","0.8245","","","","","",""
"37468","","","","0.8405","0.8405","0.8405","","","","","",""
"37469","","","","0.8365","0.8365","0.8365","","","","","",""
"37470","","","","","","","","","","0.4665","0.4665","0.4665"
"37474","0.4435","0.4435","0.4435","","","","0.451","0.451","0.451","","",""
"37475","","","","0","0","0","","","","","",""
"37476","0.1155","0.1155","0.1155","","","","0.1385","0.1385","0.1385","","",""
"37477","0.239","0.239","0.239","","","","0.2605","0.2605","0.2605","","",""
"37479","0.3665","0.3665","0.3665","0.725","0.725","0.725","0.371","0.371","0.371","","",""
"37480","0.403","0.403","0.403","","","","0.39","0.39","0.39","","",""
"37481","0.415","0.415","0.415","","","","0.4115","0.4115","0.4115","","",""
"37482","0.429","0.429","0.429","0.767","0.767","0.767","0.4275","0.4275","0.4275","","",""
"37484","","","","0.7415","0.7415","0.7415","","","","","",""
"37485","0.439","0.439","0.439","","","","0.4435","0.4435","0.4435","0.4705","0.4705","0.4705"
"37490","","","","","","","","","","0.484","0.484","0.484"
"37496","0.459","0.459","0.459","","","","0.4695","0.4695","0.4695","","",""
"37498","","","","","","","","","","0.4975","0.4975","0.4975"
"37499","","","","","","","","","","0.498","0.498","0.498"
"37500","","","","","","","","","","0.0065","0.0065","0.0065"
"37505","","","","0.809","0.809","0.809","","","","","",""
"37506","0.446","0.446","0.446","","","","0.45","0.45","0.45","0.8625","0.8625","0.8625"
"37507","","","","","","","","","","0.864","0.864","0.864"
"37513","","","","0.834","0.834","0.834","","","","","",""
"37516","","","","0.8485","0.8485","0.8485","","","","","",""
"37518","","","","","","","","","","0.8855","0.8855","0.8855"
"37519","0.499","0.499","0.499","","","","0.4975","0.4975","0.4975","0.8915","0.8915","0.8915"
"37522","","","","0.8485","0.8485","0.8485","","","","","",""
"37523","","","","","","","","","","0.8925","0.8925","0.8925"
"37525","","","","0","0","0","","","","","",""
"37526","","","","0.6305","0.6305","0.6305","","","","","",""
"37527","0.1645","0.1645","0.1645","","","","0.173","0.173","0.173","","",""
"37528","0.235","0.235","0.235","","","","0.232","0.232","0.232","","",""
"37531","0.3085","0.3085","0.3085","","","","0.318","0.318","0.318","","",""
"37532","0.3275","0.3275","0.3275","0.742","0.742","0.742","0.329","0.329","0.329","0.376","0.376","0.376"
"37533","","","","0.7525","0.7525","0.7525","","","","0.3825","0.3825","0.3825"
"37535","","","","0.743","0.743","0.743","","","","","",""
"37540","0.351","0.351","0.351","","","","0.351","0.351","0.351","","",""
"37541","","","","0.7675","0.7675","0.7675","","","","","",""
"37544","","","","0.7345","0.7345","0.7345","","","","","",""
"37546","0.3675","0.3675","0.3675","","","","0.357","0.357","0.357","","",""
"37547","","","","0.7675","0.7675","0.7675","","","","","",""
"37548","0.358","0.358","0.358","","","","0.3615","0.3615","0.3615","0.3985","0.3985","0.3985"
"37550","","","","","","","","","","0.012","0.012","0.012"
