"Step","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","IMAGENET1k_VitL2P_FedL2P_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedDBE_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MIN","CIFAR100_CNN_FedALA_sgd_lr0.005_final - Global/Averaged Test Accuracy__MAX"
"5583","","","","0.383","0.383","0.383","0.4245","0.4245","0.4245"
"5584","","","","0.386","0.386","0.386","0.4275","0.4275","0.4275"
"5585","","","","0.3915","0.3915","0.3915","0.428","0.428","0.428"
"5586","","","","0.394","0.394","0.394","0.425","0.425","0.425"
"5587","","","","0.394","0.394","0.394","0.4305","0.4305","0.4305"
"5588","","","","0.401","0.401","0.401","0.43","0.43","0.43"
"5589","","","","0.3985","0.3985","0.3985","0.4335","0.4335","0.4335"
"5590","","","","0.3975","0.3975","0.3975","0.434","0.434","0.434"
"5591","","","","0.4065","0.4065","0.4065","0.434","0.434","0.434"
"5592","","","","0.402","0.402","0.402","0.4335","0.4335","0.4335"
"5593","","","","0.401","0.401","0.401","0.432","0.432","0.432"
"5594","","","","0.407","0.407","0.407","0.4335","0.4335","0.4335"
"5595","","","","0.4045","0.4045","0.4045","0.433","0.433","0.433"
"5596","","","","0.403","0.403","0.403","0.431","0.431","0.431"
"5597","","","","0.405","0.405","0.405","0.433","0.433","0.433"
"5598","","","","0.41","0.41","0.41","0.4305","0.4305","0.4305"
"5599","","","","0.408","0.408","0.408","0.4305","0.4305","0.4305"
"5600","","","","0.1615","0.1615","0.1615","0.1595","0.1595","0.1595"
"5601","","","","0.282","0.282","0.282","0.3065","0.3065","0.3065"
"5602","","","","0.333","0.333","0.333","0.363","0.363","0.363"
"5603","","","","0.3645","0.3645","0.3645","0.3855","0.3855","0.3855"
"5604","","","","0.38","0.38","0.38","0.3955","0.3955","0.3955"
"5605","","","","0.3905","0.3905","0.3905","0.408","0.408","0.408"
"5606","","","","0.399","0.399","0.399","0.409","0.409","0.409"
"5607","","","","0.4015","0.4015","0.4015","0.4175","0.4175","0.4175"
"5608","","","","0.4035","0.4035","0.4035","0.4225","0.4225","0.4225"
"5609","","","","0.408","0.408","0.408","0.422","0.422","0.422"
"5610","","","","0.412","0.412","0.412","0.429","0.429","0.429"
"5611","","","","0.4145","0.4145","0.4145","0.4315","0.4315","0.4315"
"5612","","","","0.41","0.41","0.41","0.431","0.431","0.431"
"5613","","","","0.404","0.404","0.404","0.436","0.436","0.436"
"5614","","","","0.411","0.411","0.411","0.435","0.435","0.435"
"5615","","","","0.407","0.407","0.407","0.438","0.438","0.438"
"5616","","","","0.4135","0.4135","0.4135","0.437","0.437","0.437"
"5617","","","","0.4165","0.4165","0.4165","0.4405","0.4405","0.4405"
"5618","","","","0.4195","0.4195","0.4195","0.4355","0.4355","0.4355"
"5619","","","","0.4165","0.4165","0.4165","0.436","0.436","0.436"
"5620","","","","0.417","0.417","0.417","0.4365","0.4365","0.4365"
"5621","","","","0.417","0.417","0.417","0.438","0.438","0.438"
"5622","","","","0.421","0.421","0.421","0.44","0.44","0.44"
"5623","","","","0.4155","0.4155","0.4155","0.4365","0.4365","0.4365"
"5624","","","","0.416","0.416","0.416","0.4355","0.4355","0.4355"
"5625","","","","0.0435","0.0435","0.0435","0.06","0.06","0.06"
"5626","","","","0.2565","0.2565","0.2565","0.2385","0.2385","0.2385"
"5627","","","","0.328","0.328","0.328","0.317","0.317","0.317"
"5628","","","","0.3705","0.3705","0.3705","0.3655","0.3655","0.3655"
"5629","","","","0.393","0.393","0.393","0.387","0.387","0.387"
"5630","","","","0.404","0.404","0.404","0.3935","0.3935","0.3935"
"5631","","","","0.4115","0.4115","0.4115","0.4015","0.4015","0.4015"
"5632","","","","0.4195","0.4195","0.4195","0.415","0.415","0.415"
"5633","","","","0.42","0.42","0.42","0.4155","0.4155","0.4155"
"5634","","","","0.4185","0.4185","0.4185","0.4215","0.4215","0.4215"
"5635","","","","0.4235","0.4235","0.4235","0.421","0.421","0.421"
"5636","","","","0.424","0.424","0.424","0.416","0.416","0.416"
"5637","","","","0.427","0.427","0.427","0.4225","0.4225","0.4225"
"5638","","","","0.4265","0.4265","0.4265","0.4245","0.4245","0.4245"
"5639","","","","0.428","0.428","0.428","0.4285","0.4285","0.4285"
"5640","","","","0.429","0.429","0.429","0.43","0.43","0.43"
"5641","","","","0.428","0.428","0.428","0.43","0.43","0.43"
"5642","","","","0.4305","0.4305","0.4305","0.432","0.432","0.432"
"5643","","","","0.4295","0.4295","0.4295","0.4305","0.4305","0.4305"
"5644","","","","0.4335","0.4335","0.4335","0.4255","0.4255","0.4255"
"5645","","","","0.4345","0.4345","0.4345","0.43","0.43","0.43"
"5646","","","","0.4365","0.4365","0.4365","0.426","0.426","0.426"
"5647","","","","0.437","0.437","0.437","0.4285","0.4285","0.4285"
"5648","","","","0.4355","0.4355","0.4355","0.4305","0.4305","0.4305"
"5649","","","","0.434","0.434","0.434","0.4295","0.4295","0.4295"
"5650","","","","0.1095","0.1095","0.1095","0.112","0.112","0.112"
"5651","","","","0.251","0.251","0.251","0.268","0.268","0.268"
"5652","","","","0.302","0.302","0.302","0.313","0.313","0.313"
"5653","","","","0.33","0.33","0.33","0.3435","0.3435","0.3435"
"5654","","","","0.345","0.345","0.345","0.37","0.37","0.37"
"5655","","","","0.362","0.362","0.362","0.384","0.384","0.384"
"5656","","","","0.366","0.366","0.366","0.387","0.387","0.387"
"5657","","","","0.3655","0.3655","0.3655","0.387","0.387","0.387"
"5658","","","","0.3695","0.3695","0.3695","0.3945","0.3945","0.3945"
"5659","","","","0.374","0.374","0.374","0.396","0.396","0.396"
"5660","","","","0.3795","0.3795","0.3795","0.402","0.402","0.402"
"5661","","","","0.3835","0.3835","0.3835","0.4035","0.4035","0.4035"
"5662","","","","0.388","0.388","0.388","0.4115","0.4115","0.4115"
"5663","","","","0.3875","0.3875","0.3875","0.4025","0.4025","0.4025"
"5664","","","","0.3925","0.3925","0.3925","0.4065","0.4065","0.4065"
"5665","","","","0.394","0.394","0.394","0.41","0.41","0.41"
"5666","","","","0.395","0.395","0.395","0.4115","0.4115","0.4115"
"5667","","","","0.3895","0.3895","0.3895","0.4155","0.4155","0.4155"
"5668","","","","0.3945","0.3945","0.3945","0.4145","0.4145","0.4145"
"5669","","","","0.398","0.398","0.398","0.412","0.412","0.412"
"5670","","","","0.4035","0.4035","0.4035","0.4195","0.4195","0.4195"
"5671","","","","0.397","0.397","0.397","0.4115","0.4115","0.4115"
"5672","","","","0.3975","0.3975","0.3975","0.415","0.415","0.415"
"5673","","","","0.395","0.395","0.395","0.412","0.412","0.412"
"5674","","","","0.4","0.4","0.4","0.4125","0.4125","0.4125"
"5675","","","","0.1065","0.1065","0.1065","0.118","0.118","0.118"
"5676","","","","0.2805","0.2805","0.2805","0.315","0.315","0.315"
"5677","","","","0.3635","0.3635","0.3635","0.405","0.405","0.405"
"5678","","","","0.4005","0.4005","0.4005","0.435","0.435","0.435"
"5679","","","","0.415","0.415","0.415","0.448","0.448","0.448"
"5680","","","","0.4155","0.4155","0.4155","0.462","0.462","0.462"
"5681","","","","0.4255","0.4255","0.4255","0.471","0.471","0.471"
"5682","","","","0.4295","0.4295","0.4295","0.473","0.473","0.473"
"5683","","","","0.4335","0.4335","0.4335","0.474","0.474","0.474"
"5684","","","","0.44","0.44","0.44","0.473","0.473","0.473"
"5685","","","","0.4395","0.4395","0.4395","0.477","0.477","0.477"
"5686","","","","0.4485","0.4485","0.4485","0.481","0.481","0.481"
"5687","","","","0.4525","0.4525","0.4525","0.474","0.474","0.474"
"5688","","","","0.449","0.449","0.449","0.4765","0.4765","0.4765"
"5689","","","","0.4475","0.4475","0.4475","0.475","0.475","0.475"
"5690","","","","0.4545","0.4545","0.4545","0.4835","0.4835","0.4835"
"5691","","","","0.4515","0.4515","0.4515","0.4815","0.4815","0.4815"
"5692","","","","0.455","0.455","0.455","0.4815","0.4815","0.4815"
"5693","","","","0.4555","0.4555","0.4555","0.4835","0.4835","0.4835"
"5694","","","","0.463","0.463","0.463","0.4795","0.4795","0.4795"
"5695","","","","0.459","0.459","0.459","0.4785","0.4785","0.4785"
"5696","","","","0.466","0.466","0.466","0.4805","0.4805","0.4805"
"5697","","","","0.457","0.457","0.457","0.478","0.478","0.478"
"5698","","","","0.462","0.462","0.462","0.485","0.485","0.485"
"5699","","","","0.462","0.462","0.462","0.483","0.483","0.483"
"5700","","","","0.1215","0.1215","0.1215","0.1185","0.1185","0.1185"
"5701","","","","0.2895","0.2895","0.2895","0.28","0.28","0.28"
"5702","","","","0.372","0.372","0.372","0.359","0.359","0.359"
"5703","","","","0.3925","0.3925","0.3925","0.406","0.406","0.406"
"5704","","","","0.4155","0.4155","0.4155","0.4265","0.4265","0.4265"
"5705","","","","0.427","0.427","0.427","0.446","0.446","0.446"
"5706","","","","0.4325","0.4325","0.4325","0.4525","0.4525","0.4525"
"5707","","","","0.443","0.443","0.443","0.454","0.454","0.454"
"5708","","","","0.4365","0.4365","0.4365","0.452","0.452","0.452"
"5709","","","","0.441","0.441","0.441","0.4545","0.4545","0.4545"
"5710","","","","0.4475","0.4475","0.4475","0.4595","0.4595","0.4595"
"5711","","","","0.4485","0.4485","0.4485","0.4585","0.4585","0.4585"
"5712","","","","0.452","0.452","0.452","0.4645","0.4645","0.4645"
"5713","","","","0.4535","0.4535","0.4535","0.459","0.459","0.459"
"5714","","","","0.455","0.455","0.455","0.461","0.461","0.461"
"5715","","","","0.4575","0.4575","0.4575","0.4595","0.4595","0.4595"
"5716","","","","0.454","0.454","0.454","0.4615","0.4615","0.4615"
"5717","","","","0.4525","0.4525","0.4525","0.4575","0.4575","0.4575"
"5718","","","","0.4525","0.4525","0.4525","0.461","0.461","0.461"
"5719","","","","0.4555","0.4555","0.4555","0.4585","0.4585","0.4585"
"5720","","","","0.4575","0.4575","0.4575","0.462","0.462","0.462"
"5721","","","","0.4585","0.4585","0.4585","0.4585","0.4585","0.4585"
"5722","","","","0.4585","0.4585","0.4585","0.4585","0.4585","0.4585"
"5723","","","","0.4575","0.4575","0.4575","0.4615","0.4615","0.4615"
"5724","","","","0.46","0.46","0.46","0.462","0.462","0.462"
"5725","","","","0.035","0.035","0.035","0.043","0.043","0.043"
"5726","","","","0.326","0.326","0.326","0.372","0.372","0.372"
"5727","","","","0.399","0.399","0.399","0.441","0.441","0.441"
"5728","","","","0.4465","0.4465","0.4465","0.4675","0.4675","0.4675"
"5729","","","","0.4655","0.4655","0.4655","0.4855","0.4855","0.4855"
"5730","","","","0.475","0.475","0.475","0.5045","0.5045","0.5045"
"5731","","","","0.4825","0.4825","0.4825","0.517","0.517","0.517"
"5732","","","","0.493","0.493","0.493","0.518","0.518","0.518"
"5733","","","","0.495","0.495","0.495","0.521","0.521","0.521"
"5734","","","","0.4995","0.4995","0.4995","0.527","0.527","0.527"
"5735","","","","0.502","0.502","0.502","0.5315","0.5315","0.5315"
"5736","","","","0.5045","0.5045","0.5045","0.5325","0.5325","0.5325"
"5737","","","","0.5025","0.5025","0.5025","0.5265","0.5265","0.5265"
"5738","","","","0.5105","0.5105","0.5105","0.526","0.526","0.526"
"5739","","","","0.507","0.507","0.507","0.5295","0.5295","0.5295"
"5740","","","","0.509","0.509","0.509","0.5235","0.5235","0.5235"
"5741","","","","0.505","0.505","0.505","0.529","0.529","0.529"
"5742","","","","0.502","0.502","0.502","0.5295","0.5295","0.5295"
"5743","","","","0.5085","0.5085","0.5085","0.529","0.529","0.529"
"5744","","","","0.5065","0.5065","0.5065","0.5295","0.5295","0.5295"
"5745","","","","0.507","0.507","0.507","0.5265","0.5265","0.5265"
"5746","","","","0.508","0.508","0.508","0.531","0.531","0.531"
"5747","","","","0.5055","0.5055","0.5055","0.5215","0.5215","0.5215"
"5748","","","","0.5055","0.5055","0.5055","0.525","0.525","0.525"
"5749","","","","0.5135","0.5135","0.5135","0.5245","0.5245","0.5245"
"5750","","","","0.0565","0.0565","0.0565","0.052","0.052","0.052"
"5751","","","","0.354","0.354","0.354","0.366","0.366","0.366"
"5752","","","","0.415","0.415","0.415","0.459","0.459","0.459"
"5753","","","","0.453","0.453","0.453","0.502","0.502","0.502"
"5754","","","","0.4835","0.4835","0.4835","0.517","0.517","0.517"
"5755","","","","0.4985","0.4985","0.4985","0.5325","0.5325","0.5325"
"5756","","","","0.5135","0.5135","0.5135","0.5305","0.5305","0.5305"
"5757","","","","0.5165","0.5165","0.5165","0.546","0.546","0.546"
"5758","","","","0.5135","0.5135","0.5135","0.5355","0.5355","0.5355"
"5759","","","","0.5275","0.5275","0.5275","0.549","0.549","0.549"
"5760","","","","0.5165","0.5165","0.5165","0.5505","0.5505","0.5505"
"5761","","","","0.5315","0.5315","0.5315","0.5495","0.5495","0.5495"
"5762","","","","0.5245","0.5245","0.5245","0.5565","0.5565","0.5565"
"5763","","","","0.536","0.536","0.536","0.55","0.55","0.55"
"5764","","","","0.535","0.535","0.535","0.5575","0.5575","0.5575"
"5765","","","","0.5385","0.5385","0.5385","0.548","0.548","0.548"
"5766","","","","0.5395","0.5395","0.5395","0.5635","0.5635","0.5635"
"5767","","","","0.54","0.54","0.54","0.544","0.544","0.544"
"5768","","","","0.537","0.537","0.537","0.5615","0.5615","0.5615"
"5769","","","","0.5335","0.5335","0.5335","0.5455","0.5455","0.5455"
"5770","","","","0.538","0.538","0.538","0.558","0.558","0.558"
"5771","","","","0.532","0.532","0.532","0.552","0.552","0.552"
"5772","","","","0.536","0.536","0.536","0.564","0.564","0.564"
"5773","","","","0.536","0.536","0.536","0.5585","0.5585","0.5585"
"5774","","","","0.54","0.54","0.54","0.5615","0.5615","0.5615"
"5775","","","","0.1985","0.1985","0.1985","0.2","0.2","0.2"
"5776","","","","0.339","0.339","0.339","0.352","0.352","0.352"
"5777","","","","0.3905","0.3905","0.3905","0.416","0.416","0.416"
"5778","","","","0.4205","0.4205","0.4205","0.445","0.445","0.445"
"5779","","","","0.43","0.43","0.43","0.4545","0.4545","0.4545"
"5780","","","","0.4405","0.4405","0.4405","0.4685","0.4685","0.4685"
"5781","","","","0.44","0.44","0.44","0.476","0.476","0.476"
"5782","","","","0.4375","0.4375","0.4375","0.4785","0.4785","0.4785"
"5783","","","","0.4435","0.4435","0.4435","0.482","0.482","0.482"
"5784","","","","0.4495","0.4495","0.4495","0.4825","0.4825","0.4825"
"5785","","","","0.448","0.448","0.448","0.4895","0.4895","0.4895"
"5786","","","","0.451","0.451","0.451","0.4865","0.4865","0.4865"
"5787","","","","0.4475","0.4475","0.4475","0.491","0.491","0.491"
"5788","","","","0.455","0.455","0.455","0.4805","0.4805","0.4805"
"5789","","","","0.455","0.455","0.455","0.485","0.485","0.485"
"5790","","","","0.454","0.454","0.454","0.4865","0.4865","0.4865"
"5791","","","","0.456","0.456","0.456","0.4885","0.4885","0.4885"
"5792","","","","0.4585","0.4585","0.4585","0.4875","0.4875","0.4875"
"5793","","","","0.4625","0.4625","0.4625","0.4815","0.4815","0.4815"
"5794","","","","0.4605","0.4605","0.4605","0.485","0.485","0.485"
"5795","","","","0.464","0.464","0.464","0.49","0.49","0.49"
"5796","","","","0.462","0.462","0.462","0.481","0.481","0.481"
"5797","","","","0.462","0.462","0.462","0.4835","0.4835","0.4835"
"5798","","","","0.4625","0.4625","0.4625","0.4845","0.4845","0.4845"
"5799","","","","0.466","0.466","0.466","0.4865","0.4865","0.4865"
"5800","","","","0.1005","0.1005","0.1005","0.1105","0.1105","0.1105"
"5801","","","","0.3085","0.3085","0.3085","0.329","0.329","0.329"
"5802","","","","0.3975","0.3975","0.3975","0.409","0.409","0.409"
"5803","","","","0.4435","0.4435","0.4435","0.4575","0.4575","0.4575"
"5804","","","","0.457","0.457","0.457","0.477","0.477","0.477"
"5805","","","","0.4795","0.4795","0.4795","0.487","0.487","0.487"
"5806","","","","0.483","0.483","0.483","0.496","0.496","0.496"
"5807","","","","0.49","0.49","0.49","0.494","0.494","0.494"
"5808","","","","0.4935","0.4935","0.4935","0.4995","0.4995","0.4995"
"5809","","","","0.4975","0.4975","0.4975","0.507","0.507","0.507"
"5810","","","","0.4995","0.4995","0.4995","0.506","0.506","0.506"
"5811","","","","0.5065","0.5065","0.5065","0.51","0.51","0.51"
"5812","","","","0.508","0.508","0.508","0.507","0.507","0.507"
"5813","","","","0.507","0.507","0.507","0.5075","0.5075","0.5075"
"5814","","","","0.51","0.51","0.51","0.517","0.517","0.517"
"5815","","","","0.5065","0.5065","0.5065","0.516","0.516","0.516"
"5816","","","","0.5085","0.5085","0.5085","0.517","0.517","0.517"
"5817","","","","0.503","0.503","0.503","0.5175","0.5175","0.5175"
"5818","","","","0.5125","0.5125","0.5125","0.5135","0.5135","0.5135"
"5819","","","","0.515","0.515","0.515","0.512","0.512","0.512"
"5820","","","","0.518","0.518","0.518","0.5195","0.5195","0.5195"
"5821","","","","0.515","0.515","0.515","0.522","0.522","0.522"
"5822","","","","0.5205","0.5205","0.5205","0.529","0.529","0.529"
"5823","","","","0.525","0.525","0.525","0.5275","0.5275","0.5275"
"5824","","","","0.516","0.516","0.516","0.5255","0.5255","0.5255"
"5825","","","","0.1575","0.1575","0.1575","0.117","0.117","0.117"
"5826","","","","0.34","0.34","0.34","0.3405","0.3405","0.3405"
"5827","","","","0.3915","0.3915","0.3915","0.4165","0.4165","0.4165"
"5828","","","","0.4205","0.4205","0.4205","0.446","0.446","0.446"
"5829","","","","0.4325","0.4325","0.4325","0.4635","0.4635","0.4635"
"5830","","","","0.4495","0.4495","0.4495","0.4745","0.4745","0.4745"
"5831","","","","0.459","0.459","0.459","0.479","0.479","0.479"
"5832","","","","0.463","0.463","0.463","0.4825","0.4825","0.4825"
"5833","","","","0.47","0.47","0.47","0.479","0.479","0.479"
"5834","","","","0.4675","0.4675","0.4675","0.483","0.483","0.483"
"5835","","","","0.4745","0.4745","0.4745","0.4845","0.4845","0.4845"
"5836","","","","0.48","0.48","0.48","0.4895","0.4895","0.4895"
"5837","","","","0.484","0.484","0.484","0.489","0.489","0.489"
"5838","","","","0.4845","0.4845","0.4845","0.4885","0.4885","0.4885"
"5839","","","","0.4825","0.4825","0.4825","0.4915","0.4915","0.4915"
"5840","","","","0.486","0.486","0.486","0.4965","0.4965","0.4965"
"5841","","","","0.4855","0.4855","0.4855","0.492","0.492","0.492"
"5842","","","","0.4855","0.4855","0.4855","0.495","0.495","0.495"
"5843","","","","0.491","0.491","0.491","0.496","0.496","0.496"
"5844","","","","0.493","0.493","0.493","0.492","0.492","0.492"
"5845","","","","0.4865","0.4865","0.4865","0.4905","0.4905","0.4905"
"5846","","","","0.4845","0.4845","0.4845","0.498","0.498","0.498"
"5847","","","","0.4875","0.4875","0.4875","0.4985","0.4985","0.4985"
"5848","","","","0.4895","0.4895","0.4895","0.4945","0.4945","0.4945"
"5849","","","","0.4925","0.4925","0.4925","0.496","0.496","0.496"
"5850","","","","0.126","0.126","0.126","0.1215","0.1215","0.1215"
"5851","","","","0.308","0.308","0.308","0.3375","0.3375","0.3375"
"5852","","","","0.384","0.384","0.384","0.4095","0.4095","0.4095"
"5853","","","","0.423","0.423","0.423","0.453","0.453","0.453"
"5854","","","","0.4435","0.4435","0.4435","0.4675","0.4675","0.4675"
"5855","","","","0.4565","0.4565","0.4565","0.4825","0.4825","0.4825"
"5856","","","","0.4645","0.4645","0.4645","0.488","0.488","0.488"
"5857","","","","0.4655","0.4655","0.4655","0.488","0.488","0.488"
"5858","","","","0.4715","0.4715","0.4715","0.493","0.493","0.493"
"5859","","","","0.4765","0.4765","0.4765","0.486","0.486","0.486"
"5860","","","","0.4795","0.4795","0.4795","0.492","0.492","0.492"
"5861","","","","0.4805","0.4805","0.4805","0.492","0.492","0.492"
"5862","","","","0.483","0.483","0.483","0.498","0.498","0.498"
"5863","","","","0.4845","0.4845","0.4845","0.4975","0.4975","0.4975"
"5864","","","","0.487","0.487","0.487","0.4945","0.4945","0.4945"
"5865","","","","0.4865","0.4865","0.4865","0.496","0.496","0.496"
"5866","","","","0.4885","0.4885","0.4885","0.496","0.496","0.496"
"5867","","","","0.49","0.49","0.49","0.4915","0.4915","0.4915"
"5868","","","","0.486","0.486","0.486","0.497","0.497","0.497"
"5869","","","","0.489","0.489","0.489","0.496","0.496","0.496"
"5870","","","","0.4865","0.4865","0.4865","0.4955","0.4955","0.4955"
"5871","","","","0.4905","0.4905","0.4905","0.5005","0.5005","0.5005"
