"Step","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy__MIN","IMAGENET1k_ResNet50-pretrained_FedAvg_sgd_lr0.005 - Global/Averaged Test Accuracy__MAX"
"9704","0.987","0.987","0.987"
"9707","0.987","0.987","0.987"
"9708","0.988","0.988","0.988"
"9710","0.987","0.987","0.987"
"9713","0.987","0.987","0.987"
"9719","0.987","0.987","0.987"
"9721","0.988","0.988","0.988"
"9722","0.987","0.987","0.987"
"9723","0.988","0.988","0.988"
"9724","0.987","0.987","0.987"
"9725","0.987","0.987","0.987"
"9726","0.987","0.987","0.987"
"9736","0.988","0.988","0.988"
"9738","0.987","0.987","0.987"
"9747","0.987","0.987","0.987"
"9751","0.987","0.987","0.987"
"9752","0.988","0.988","0.988"
"9754","0.988","0.988","0.988"
"9755","0.987","0.987","0.987"
"9759","0.987","0.987","0.987"
"9762","0.989","0.989","0.989"
"9763","0.988","0.988","0.988"
"9767","0.987","0.987","0.987"
"9768","0.989","0.989","0.989"
"9773","0.989","0.989","0.989"
"9774","0.987","0.987","0.987"
"9776","0.988","0.988","0.988"
"9778","0.989","0.989","0.989"
"9784","0.989","0.989","0.989"
"9787","0.988","0.988","0.988"
"9791","0.988","0.988","0.988"
"9798","0.989","0.989","0.989"
"9799","0.988","0.988","0.988"
"9800","0.989","0.989","0.989"
"9801","0.989","0.989","0.989"
"9803","0.989","0.989","0.989"
"9806","0.989","0.989","0.989"
"9808","0.989","0.989","0.989"
"9810","0.989","0.989","0.989"
"9813","0.989","0.989","0.989"
"9816","0.989","0.989","0.989"
"9817","0.989","0.989","0.989"
"9818","0.989","0.989","0.989"
"9820","0.989","0.989","0.989"
"9822","0.987","0.987","0.987"
"9827","0.988","0.988","0.988"
"9830","0.989","0.989","0.989"
"9831","0.989","0.989","0.989"
"9834","0.988","0.988","0.988"
"9835","0.988","0.988","0.988"
"9836","0.988","0.988","0.988"
"9840","0.988","0.988","0.988"
"9841","0.989","0.989","0.989"
"9843","0.989","0.989","0.989"
"9845","0.987","0.987","0.987"
"9846","0.989","0.989","0.989"
"9847","0.989","0.989","0.989"
"9849","0.988","0.988","0.988"
"9851","0.988","0.988","0.988"
"9857","0.989","0.989","0.989"
"9861","0.988","0.988","0.988"
"9865","0.988","0.988","0.988"
"9871","0.989","0.989","0.989"
"9873","0.989","0.989","0.989"
"9874","0.988","0.988","0.988"
"9876","0.988","0.988","0.988"
"9877","0.988","0.988","0.988"
"9880","0.988","0.988","0.988"
"9885","0.989","0.989","0.989"
"9887","0.989","0.989","0.989"
"9889","0.988","0.988","0.988"
"9891","0.988","0.988","0.988"
"9895","0.988","0.988","0.988"
"9896","0.989","0.989","0.989"
"9906","0.989","0.989","0.989"
"9908","0.988","0.988","0.988"
"9916","0.989","0.989","0.989"
"9919","0.99","0.99","0.99"
"9920","0.989","0.989","0.989"
"9921","0.989","0.989","0.989"
"9922","0.989","0.989","0.989"
"9926","0.989","0.989","0.989"
"9931","0.989","0.989","0.989"
"9932","0.988","0.988","0.988"
"9933","0.989","0.989","0.989"
"9934","0.988","0.988","0.988"
"9937","0.989","0.989","0.989"
"9939","0.989","0.989","0.989"
"9945","0.989","0.989","0.989"
"9949","0.989","0.989","0.989"
"9951","0.989","0.989","0.989"
"9952","0.988","0.988","0.988"
"9953","0.989","0.989","0.989"
"9955","0.99","0.99","0.99"
"9957","0.989","0.989","0.989"
"9959","0.988","0.988","0.988"
"9964","0.989","0.989","0.989"
"9970","0.989","0.989","0.989"
"9971","0.989","0.989","0.989"
"9975","0.988","0.988","0.988"
"9979","0.988","0.988","0.988"
"9983","0.989","0.989","0.989"
"9986","0.988","0.988","0.988"
"9996","0.988","0.988","0.988"
"9998","0.988","0.988","0.988"
"10002","0.489","0.489","0.489"
"10005","0.528","0.528","0.528"
"10007","0.543","0.543","0.543"
"10010","0.496","0.496","0.496"
"10011","0.506","0.506","0.506"
"10012","0.539","0.539","0.539"
"10013","0.528","0.528","0.528"
"10016","0.541","0.541","0.541"
"10017","0.561","0.561","0.561"
"10018","0.531","0.531","0.531"
"10020","0.631","0.631","0.631"
"10021","0.573","0.573","0.573"
"10022","0.666","0.666","0.666"
"10023","0.644","0.644","0.644"
"10026","0.622","0.622","0.622"
"10027","0.706","0.706","0.706"
"10028","0.682","0.682","0.682"
"10031","0.803","0.803","0.803"
"10036","0.89","0.89","0.89"
"10043","0.955","0.955","0.955"
"10047","0.965","0.965","0.965"
"10048","0.972","0.972","0.972"
"10050","0.738","0.738","0.738"
"10051","0.623","0.623","0.623"
"10054","0.957","0.957","0.957"
"10060","0.979","0.979","0.979"
"10064","0.98","0.98","0.98"
"10069","0.984","0.984","0.984"
"10075","0.984","0.984","0.984"
"10077","0.987","0.987","0.987"
"10079","0.986","0.986","0.986"
"10080","0.988","0.988","0.988"
"10082","0.985","0.985","0.985"
"10087","0.988","0.988","0.988"
"10088","0.986","0.986","0.986"
"10094","0.986","0.986","0.986"
"10097","0.987","0.987","0.987"
"10098","0.987","0.987","0.987"
"10099","0.986","0.986","0.986"
"10101","0.988","0.988","0.988"
"10103","0.989","0.989","0.989"
"10104","0.986","0.986","0.986"
"10108","0.988","0.988","0.988"
"10109","0.99","0.99","0.99"
"10110","0.986","0.986","0.986"
"10113","0.985","0.985","0.985"
"10115","0.987","0.987","0.987"
"10127","0.976","0.976","0.976"
"10129","0.98","0.98","0.98"
"10132","0.984","0.984","0.984"
"10133","0.984","0.984","0.984"
"10134","0.983","0.983","0.983"
"10135","0.982","0.982","0.982"
"10136","0.985","0.985","0.985"
"10137","0.984","0.984","0.984"
"10138","0.986","0.986","0.986"
"10147","0.985","0.985","0.985"
"10148","0.985","0.985","0.985"
"10150","0.986","0.986","0.986"
"10156","0.989","0.989","0.989"
"10157","0.986","0.986","0.986"
"10158","0.988","0.988","0.988"
"10161","0.985","0.985","0.985"
"10163","0.986","0.986","0.986"
"10173","0.989","0.989","0.989"
"10176","0.987","0.987","0.987"
"10177","0.988","0.988","0.988"
"10178","0.988","0.988","0.988"
"10180","0.987","0.987","0.987"
"10183","0.987","0.987","0.987"
"10187","0.988","0.988","0.988"
"10189","0.988","0.988","0.988"
"10190","0.988","0.988","0.988"
"10199","0.989","0.989","0.989"
"10207","0.989","0.989","0.989"
"10208","0.988","0.988","0.988"
"10216","0.989","0.989","0.989"
"10218","0.989","0.989","0.989"
"10219","0.989","0.989","0.989"
"10227","0.963","0.963","0.963"
"10232","0.973","0.973","0.973"
"10237","0.987","0.987","0.987"
"10238","0.986","0.986","0.986"
"10239","0.986","0.986","0.986"
"10240","0.988","0.988","0.988"
"10244","0.987","0.987","0.987"
"10245","0.987","0.987","0.987"
"10246","0.987","0.987","0.987"
"10247","0.988","0.988","0.988"
"10248","0.987","0.987","0.987"
"10252","0.988","0.988","0.988"
"10255","0.988","0.988","0.988"
"10258","0.987","0.987","0.987"
"10259","0.988","0.988","0.988"
"10263","0.987","0.987","0.987"
"10265","0.988","0.988","0.988"
"10268","0.986","0.986","0.986"
"10269","0.988","0.988","0.988"
"10273","0.988","0.988","0.988"
"10275","0.988","0.988","0.988"
"10277","0.988","0.988","0.988"
"10278","0.988","0.988","0.988"
"10285","0.988","0.988","0.988"
"10291","0.989","0.989","0.989"
"10296","0.988","0.988","0.988"
"10298","0.988","0.988","0.988"
"10299","0.988","0.988","0.988"
"10307","0.988","0.988","0.988"
"10308","0.989","0.989","0.989"
"10309","0.988","0.988","0.988"
"10310","0.988","0.988","0.988"
"10312","0.988","0.988","0.988"
"10313","0.988","0.988","0.988"
"10316","0.988","0.988","0.988"
"10317","0.988","0.988","0.988"
"10318","0.988","0.988","0.988"
"10324","0.988","0.988","0.988"
"10326","0.988","0.988","0.988"
"10327","0.988","0.988","0.988"
"10328","0.988","0.988","0.988"
"10330","0.988","0.988","0.988"
"10332","0.988","0.988","0.988"
"10333","0.989","0.989","0.989"
"10334","0.988","0.988","0.988"
"10338","0.988","0.988","0.988"
"10339","0.988","0.988","0.988"
"10340","0.988","0.988","0.988"
"10344","0.988","0.988","0.988"
"10348","0.989","0.989","0.989"
"10353","0.988","0.988","0.988"
"10354","0.989","0.989","0.989"
"10360","0.988","0.988","0.988"
"10361","0.989","0.989","0.989"
"10364","0.989","0.989","0.989"
"10367","0.988","0.988","0.988"
"10369","0.987","0.987","0.987"
"10373","0.988","0.988","0.988"
"10375","0.988","0.988","0.988"
"10376","0.988","0.988","0.988"
"10377","0.987","0.987","0.987"
"10378","0.988","0.988","0.988"
"10380","0.988","0.988","0.988"
"10384","0.989","0.989","0.989"
"10392","0.988","0.988","0.988"
"10393","0.988","0.988","0.988"
"10398","0.988","0.988","0.988"
"10401","0.943","0.943","0.943"
"10403","0.977","0.977","0.977"
"10404","0.985","0.985","0.985"
"10407","0.987","0.987","0.987"
"10408","0.987","0.987","0.987"
"10409","0.987","0.987","0.987"
"10410","0.986","0.986","0.986"
"10411","0.987","0.987","0.987"
"10412","0.987","0.987","0.987"
"10416","0.987","0.987","0.987"
"10418","0.987","0.987","0.987"
"10420","0.987","0.987","0.987"
"10421","0.987","0.987","0.987"
"10424","0.989","0.989","0.989"
"10426","0.987","0.987","0.987"
"10428","0.987","0.987","0.987"
"10438","0.986","0.986","0.986"
"10439","0.989","0.989","0.989"
"10441","0.987","0.987","0.987"
"10442","0.987","0.987","0.987"
"10445","0.986","0.986","0.986"
"10452","0.986","0.986","0.986"
"10453","0.988","0.988","0.988"
"10455","0.987","0.987","0.987"
"10456","0.987","0.987","0.987"
"10459","0.989","0.989","0.989"
"10460","0.988","0.988","0.988"
"10461","0.988","0.988","0.988"
"10463","0.987","0.987","0.987"
"10467","0.988","0.988","0.988"
"10469","0.988","0.988","0.988"
"10471","0.987","0.987","0.987"
"10477","0.988","0.988","0.988"
"10478","0.988","0.988","0.988"
"10480","0.988","0.988","0.988"
"10482","0.988","0.988","0.988"
"10486","0.989","0.989","0.989"
"10488","0.988","0.988","0.988"
"10491","0.988","0.988","0.988"
"10493","0.987","0.987","0.987"
"10496","0.988","0.988","0.988"
"10503","0.988","0.988","0.988"
"10506","0.988","0.988","0.988"
"10508","0.988","0.988","0.988"
"10509","0.988","0.988","0.988"
"10521","0.988","0.988","0.988"
"10524","0.988","0.988","0.988"
"10525","0.987","0.987","0.987"
"10526","0.987","0.987","0.987"
"10529","0.988","0.988","0.988"
"10533","0.987","0.987","0.987"
"10540","0.988","0.988","0.988"
"10546","0.988","0.988","0.988"
"10547","0.988","0.988","0.988"
"10552","0.988","0.988","0.988"
"10553","0.988","0.988","0.988"
"10554","0.988","0.988","0.988"
"10565","0.988","0.988","0.988"
"10570","0.989","0.989","0.989"
"10573","0.989","0.989","0.989"
"10574","0.987","0.987","0.987"
"10575","0.989","0.989","0.989"
"10578","0.988","0.988","0.988"
"10579","0.988","0.988","0.988"
"10581","0.988","0.988","0.988"
"10582","0.988","0.988","0.988"
"10592","0.988","0.988","0.988"
"10594","0.988","0.988","0.988"
"10597","0.988","0.988","0.988"
"10614","0.988","0.988","0.988"
"10619","0.988","0.988","0.988"
"10620","0.988","0.988","0.988"
"10624","0.988","0.988","0.988"
"10625","0.987","0.987","0.987"
"10628","0.988","0.988","0.988"
"10631","0.988","0.988","0.988"
"10632","0.987","0.987","0.987"
"10637","0.989","0.989","0.989"
"10646","0.988","0.988","0.988"
"10650","0.988","0.988","0.988"
"10653","0.988","0.988","0.988"
"10655","0.988","0.988","0.988"
"10657","0.987","0.987","0.987"
"10659","0.987","0.987","0.987"
"10664","0.988","0.988","0.988"
"10665","0.987","0.987","0.987"
"10671","0.988","0.988","0.988"
"10672","0.988","0.988","0.988"
"10673","0.988","0.988","0.988"
"10675","0.987","0.987","0.987"
"10678","0.988","0.988","0.988"
"10680","0.989","0.989","0.989"
"10681","0.989","0.989","0.989"
"10684","0.988","0.988","0.988"
"10685","0.989","0.989","0.989"
"10694","0.988","0.988","0.988"
"10696","0.987","0.987","0.987"
"10697","0.987","0.987","0.987"
"10704","0.989","0.989","0.989"
"10707","0.989","0.989","0.989"
"10709","0.988","0.988","0.988"
"10712","0.986","0.986","0.986"
"10713","0.986","0.986","0.986"
"10714","0.988","0.988","0.988"
"10716","0.988","0.988","0.988"
"10719","0.988","0.988","0.988"
"10721","0.987","0.987","0.987"
"10727","0.987","0.987","0.987"
"10730","0.988","0.988","0.988"
"10731","0.987","0.987","0.987"
"10734","0.987","0.987","0.987"
"10739","0.987","0.987","0.987"
"10741","0.987","0.987","0.987"
"10742","0.988","0.988","0.988"
"10744","0.987","0.987","0.987"
"10747","0.988","0.988","0.988"
"10748","0.987","0.987","0.987"
"10757","0.987","0.987","0.987"
"10760","0.988","0.988","0.988"
"10761","0.989","0.989","0.989"
"10762","0.988","0.988","0.988"
"10766","0.988","0.988","0.988"
"10767","0.987","0.987","0.987"
"10769","0.988","0.988","0.988"
"10771","0.988","0.988","0.988"
"10772","0.989","0.989","0.989"
"10774","0.988","0.988","0.988"
"10775","0.988","0.988","0.988"
"10777","0.988","0.988","0.988"
"10779","0.988","0.988","0.988"
"10783","0.989","0.989","0.989"
"10784","0.988","0.988","0.988"
"10786","0.988","0.988","0.988"
"10787","0.987","0.987","0.987"
"10796","0.988","0.988","0.988"
"10801","0.988","0.988","0.988"
"10802","0.988","0.988","0.988"
"10804","0.989","0.989","0.989"
"10805","0.988","0.988","0.988"
"10807","0.988","0.988","0.988"
"10810","0.988","0.988","0.988"
"10819","0.988","0.988","0.988"
"10820","0.987","0.987","0.987"
"10821","0.987","0.987","0.987"
"10822","0.988","0.988","0.988"
"10823","0.989","0.989","0.989"
"10827","0.989","0.989","0.989"
"10828","0.989","0.989","0.989"
"10832","0.989","0.989","0.989"
"10833","0.988","0.988","0.988"
"10834","0.989","0.989","0.989"
"10836","0.989","0.989","0.989"
"10839","0.988","0.988","0.988"
"10840","0.987","0.987","0.987"
"10842","0.987","0.987","0.987"
"10843","0.988","0.988","0.988"
"10846","0.989","0.989","0.989"
"10850","0.988","0.988","0.988"
"10858","0.987","0.987","0.987"
"10860","0.987","0.987","0.987"
"10868","0.989","0.989","0.989"
"10870","0.989","0.989","0.989"
"10871","0.988","0.988","0.988"
"10875","0.988","0.988","0.988"
"10877","0.987","0.987","0.987"
"10883","0.988","0.988","0.988"
"10884","0.989","0.989","0.989"
"10885","0.989","0.989","0.989"
"10886","0.988","0.988","0.988"
"10889","0.988","0.988","0.988"
"10894","0.989","0.989","0.989"
"10896","0.988","0.988","0.988"
"10898","0.989","0.989","0.989"
"10899","0.989","0.989","0.989"
"10906","0.989","0.989","0.989"
"10911","0.988","0.988","0.988"
"10912","0.988","0.988","0.988"
"10915","0.988","0.988","0.988"
"10918","0.988","0.988","0.988"
"10920","0.989","0.989","0.989"
"10922","0.989","0.989","0.989"
"10923","0.988","0.988","0.988"
"10925","0.989","0.989","0.989"
"10926","0.989","0.989","0.989"
"10927","0.988","0.988","0.988"
"10934","0.989","0.989","0.989"
"10937","0.987","0.987","0.987"
"10940","0.989","0.989","0.989"
"10941","0.99","0.99","0.99"
"10942","0.989","0.989","0.989"
"10943","0.988","0.988","0.988"
"10944","0.988","0.988","0.988"
"10947","0.988","0.988","0.988"
"10953","0.988","0.988","0.988"
"10958","0.989","0.989","0.989"
"10960","0.989","0.989","0.989"
"10965","0.988","0.988","0.988"
"10967","0.988","0.988","0.988"
"10968","0.988","0.988","0.988"
"10970","0.989","0.989","0.989"
"10976","0.988","0.988","0.988"
"10978","0.989","0.989","0.989"
"10980","0.989","0.989","0.989"
"10981","0.988","0.988","0.988"
"10983","0.988","0.988","0.988"
"10987","0.988","0.988","0.988"
"10989","0.989","0.989","0.989"
"10990","0.989","0.989","0.989"
"10991","0.989","0.989","0.989"
"10992","0.989","0.989","0.989"
"10994","0.988","0.988","0.988"
"11002","0.482","0.482","0.482"
"11005","0.494","0.494","0.494"
"11006","0.496","0.496","0.496"
"11009","0.495","0.495","0.495"
"11011","0.494","0.494","0.494"
"11013","0.496","0.496","0.496"
"11014","0.502","0.502","0.502"
"11015","0.497","0.497","0.497"
"11018","0.504","0.504","0.504"
"11024","0.789","0.789","0.789"
"11029","0.878","0.878","0.878"
"11032","0.931","0.931","0.931"
"11035","0.977","0.977","0.977"
"11038","0.982","0.982","0.982"
"11041","0.983","0.983","0.983"
"11042","0.98","0.98","0.98"
"11043","0.986","0.986","0.986"
"11055","0.984","0.984","0.984"
"11057","0.986","0.986","0.986"
"11059","0.984","0.984","0.984"
"11060","0.983","0.983","0.983"
"11062","0.985","0.985","0.985"
"11065","0.985","0.985","0.985"
"11067","0.985","0.985","0.985"
"11072","0.983","0.983","0.983"
"11073","0.985","0.985","0.985"
"11075","0.989","0.989","0.989"
"11079","0.986","0.986","0.986"
"11082","0.524","0.524","0.524"
"11083","0.519","0.519","0.519"
"11089","0.981","0.981","0.981"
"11094","0.988","0.988","0.988"
"11095","0.986","0.986","0.986"
"11097","0.99","0.99","0.99"
"11099","0.989","0.989","0.989"
"11100","0.989","0.989","0.989"
"11109","0.988","0.988","0.988"
"11111","0.989","0.989","0.989"
"11112","0.987","0.987","0.987"
"11115","0.99","0.99","0.99"
"11116","0.991","0.991","0.991"
"11121","0.99","0.99","0.99"
"11125","0.989","0.989","0.989"
"11126","0.989","0.989","0.989"
"11128","0.992","0.992","0.992"
"11129","0.991","0.991","0.991"
"11130","0.99","0.99","0.99"
"11132","0.991","0.991","0.991"
"11133","0.992","0.992","0.992"
"11134","0.99","0.99","0.99"
"11138","0.989","0.989","0.989"
"11139","0.99","0.99","0.99"
"11142","0.99","0.99","0.99"
"11145","0.991","0.991","0.991"
"11146","0.99","0.99","0.99"
"11147","0.992","0.992","0.992"
"11148","0.991","0.991","0.991"
"11150","0.991","0.991","0.991"
"11156","0.99","0.99","0.99"
"11159","0.991","0.991","0.991"
"11167","0.992","0.992","0.992"
"11169","0.991","0.991","0.991"
"11172","0.99","0.99","0.99"
"11175","0.99","0.99","0.99"
"11177","0.989","0.989","0.989"
"11178","0.99","0.99","0.99"
"11182","0.991","0.991","0.991"
"11186","0.99","0.99","0.99"
"11188","0.992","0.992","0.992"
"11189","0.99","0.99","0.99"
"11191","0.991","0.991","0.991"
"11192","0.991","0.991","0.991"
"11193","0.991","0.991","0.991"
"11194","0.99","0.99","0.99"
"11195","0.992","0.992","0.992"
"11202","0.991","0.991","0.991"
"11209","0.991","0.991","0.991"
"11212","0.992","0.992","0.992"
"11217","0.992","0.992","0.992"
"11218","0.99","0.99","0.99"
"11237","0.993","0.993","0.993"
"11239","0.992","0.992","0.992"
"11240","0.992","0.992","0.992"
"11243","0.991","0.991","0.991"
"11245","0.991","0.991","0.991"
"11246","0.992","0.992","0.992"
"11248","0.991","0.991","0.991"
"11249","0.991","0.991","0.991"
"11250","0.992","0.992","0.992"
"11251","0.991","0.991","0.991"
"11252","0.991","0.991","0.991"
"11256","0.992","0.992","0.992"
"11264","0.992","0.992","0.992"
"11266","0.99","0.99","0.99"
"11267","0.992","0.992","0.992"
"11271","0.99","0.99","0.99"
"11273","0.992","0.992","0.992"
"11279","0.992","0.992","0.992"
"11283","0.992","0.992","0.992"
"11287","0.991","0.991","0.991"
"11299","0.993","0.993","0.993"
"11300","0.991","0.991","0.991"
"11304","0.992","0.992","0.992"
"11306","0.991","0.991","0.991"
"11309","0.992","0.992","0.992"
"11310","0.99","0.99","0.99"
"11313","0.991","0.991","0.991"
"11314","0.993","0.993","0.993"
"11319","0.991","0.991","0.991"
"11324","0.992","0.992","0.992"
"11326","0.991","0.991","0.991"
"11327","0.991","0.991","0.991"
"11333","0.984","0.984","0.984"
"11340","0.893","0.893","0.893"
"11347","0.986","0.986","0.986"
"11348","0.987","0.987","0.987"
"11350","0.986","0.986","0.986"
"11353","0.987","0.987","0.987"
"11355","0.987","0.987","0.987"
"11356","0.989","0.989","0.989"
"11357","0.989","0.989","0.989"
"11358","0.987","0.987","0.987"
"11362","0.989","0.989","0.989"
"11367","0.989","0.989","0.989"
"11368","0.987","0.987","0.987"
"11379","0.989","0.989","0.989"
"11380","0.989","0.989","0.989"
"11382","0.99","0.99","0.99"
"11383","0.99","0.99","0.99"
"11389","0.989","0.989","0.989"
"11390","0.991","0.991","0.991"
"11396","0.991","0.991","0.991"
"11405","0.99","0.99","0.99"
"11406","0.99","0.99","0.99"
"11407","0.989","0.989","0.989"
"11410","0.99","0.99","0.99"
"11411","0.991","0.991","0.991"
"11413","0.988","0.988","0.988"
"11415","0.99","0.99","0.99"
"11420","0.989","0.989","0.989"
"11427","0.991","0.991","0.991"
"11430","0.989","0.989","0.989"
"11431","0.988","0.988","0.988"
"11435","0.991","0.991","0.991"
"11436","0.991","0.991","0.991"
"11440","0.989","0.989","0.989"
"11444","0.99","0.99","0.99"
"11445","0.989","0.989","0.989"
"11447","0.988","0.988","0.988"
"11449","0.99","0.99","0.99"
"11455","0.989","0.989","0.989"
"11458","0.99","0.99","0.99"
"11463","0.991","0.991","0.991"
"11467","0.991","0.991","0.991"
"11469","0.991","0.991","0.991"
"11472","0.989","0.989","0.989"
"11473","0.991","0.991","0.991"
"11476","0.991","0.991","0.991"
"11479","0.99","0.99","0.99"
"11481","0.99","0.99","0.99"
"11486","0.99","0.99","0.99"
"11488","0.99","0.99","0.99"
"11497","0.99","0.99","0.99"
"11498","0.99","0.99","0.99"
"11500","0.991","0.991","0.991"
"11505","0.99","0.99","0.99"
"11507","0.99","0.99","0.99"
"11508","0.99","0.99","0.99"
"11509","0.988","0.988","0.988"
"11510","0.988","0.988","0.988"
"11522","0.989","0.989","0.989"
"11525","0.988","0.988","0.988"
"11528","0.987","0.987","0.987"
"11530","0.988","0.988","0.988"
"11531","0.989","0.989","0.989"
"11532","0.988","0.988","0.988"
"11534","0.991","0.991","0.991"
"11539","0.989","0.989","0.989"
"11540","0.987","0.987","0.987"
"11543","0.99","0.99","0.99"
"11546","0.989","0.989","0.989"
